uuid,article_url,article
1741709919-1097,https://www.detailingwiki.org/tag/tony-dowsett/,"RestorFX originates from 2006 and was founded by Alexander and Nadia Kay and Tony Dowsett. The company is located in Vancouver, British Columbia, Canada. It is one of only a few Canadian manufacturers of automotive detailing products."
1741708548-476,https://www.detailingwiki.org/tag/waterless-washing/,"A rinseless wash is a washing technique that allows you to wash your car in a way that does not require rinsing afterwards. It is not waterless, but rinseless. This way of washing can save on time and/or product and prevents too much chemicals from going down the drain."
1741709578-961,https://www.detailingwiki.org/tag/trims/,Wash related content
1741709391-909,https://www.detailingwiki.org/tag/turpentine/,Guides to detailing
1741707894-122,https://www.detailingwiki.org/tag/wolfgang-determan/,Miscellaneous detailing related content
1741709179-820,https://www.detailingwiki.org/tag/unpainted-trim/,Miscellaneous detailing related content
1741708648-551,https://www.detailingwiki.org/tag/washmitt/,"Road spray is a dirty mist of contaminants in the air, thrown up by a vehicle driving over the road. Road spray is partly the cause for traffic film and can cause dirt and grime, even when the weather has been dry and there is no obvious origin for dirt on a vehicle."
1741710878-1431,https://www.detailingwiki.org/tag/surface-imperfection/,"Removing a scratch is a very important part of the correction process. However, there are several different ways of removing several different types of scratches. It also needs an explanation on what removing a scratch actually means."
1741708273-348,https://www.detailingwiki.org/tag/wetlook/,Miscellaneous detailing related content
1741710002-1113,https://www.detailingwiki.org/tag/tires/,"Paintwork gets cleaned very frequently, but tyres not so much. Everybody who knows the word “detailer” or “valeter” probably knows how to safely remove contaminants from the surface of a vehicle. Even when glass is dirty, you’ll quickly see the streaks and your fingers will be itching to reach for the glass cleaner. Most parts of a vehicles gets cleaned frequently, and we have all kinds of products that help us keep our cars/bikes looking sparkly clean."
1741708500-445,https://www.detailingwiki.org/tag/wax-over-sealant/,"In the field of protection, there are generally 4 groups of products: wax, sealant, hybrid and coatings. These products can be combined, but with mixed results. Knowing what the properties of a product are will clarify the end result."
1741708715-580,https://www.detailingwiki.org/tag/washing-car/,Salt is an unwelcome type of contamination on your vehicle. Salt can cause rapid corrosion and extreme dage to unprotected metals. It can also severely stain polished metals and create a matte look over the surface.
1741708953-700,https://www.detailingwiki.org/tag/velour/,Miscellaneous detailing related content
1741708737-592,https://www.detailingwiki.org/tag/washing/,"Monstershine Car Care is an Scottisch manufacturer of detailing product. The brand was founded by John and Stephen and currently is located in Glasgow, Scotland. The company has been active since 2014."
1741707813-77,https://www.detailingwiki.org/tag/world/,"Poorboys World is a manufacturer of detailing products that range from polish to shampoos and cleaners. The product are being sold worldwide and focusses on the quality of their products, nothing else. Not even their labels."
1741708623-526,https://www.detailingwiki.org/tag/water-behavior/,Miscellaneous detailing related content
1741707726-30,https://www.detailingwiki.org/tag/written-articles/,"DetailingWiki is a non-profit collection of writers and editors who aim to spread their knowledge and insight of the world of detailing. These articles are written by several different detailers and are added to the database. The main inspiration of the concept came from WikiPedia, the largest online encyclopedia in the world."
1741709274-863,https://www.detailingwiki.org/tag/ultimate/,Meguiars is an American manufacturer and seller of detailing products. They sell a wide variety of products and have different product ranges to cater for several different levels of experience.
1741708633-539,https://www.detailingwiki.org/tag/water/,"When glass has a temperature that is lower then, or equal to 0 degrees Celsius, any water coming in contact with it, will freeze and turn into ice. This is often seen in cold climates or seasons and might require the ice to be removed."
1741709727-1022,https://www.detailingwiki.org/tag/trade/,"Professional Valeters and Detailers is a trade association in the United Kingdom, that offers a large directory of accredited detailers in their network. By vetting each detailer/valeter in their network they are able to offer a very wide range of skilled and proven detailers in almost all areas."
1741708055-204,https://www.detailingwiki.org/tag/window/,"Glass can just as easily chip as paintwork can. Unfortunately, repairing chipped glass is a bit more difficult then repairing chipped paint. Chipped glass repair requires skill, tools, experience and patience. It is often done by trained people for best result."
1741707990-162,https://www.detailingwiki.org/tag/wiper-jump/,Wiper judder refers to “jumping” wipers that shake/jump/judder when moving over the windscreen. The rubber from the windscreen wiper sticks to the glass surface even though the wiper arm continues to move. The rubber “jumps” over the surface instead of gliding smoothly over the glass.
1741709744-1032,https://www.detailingwiki.org/tag/towels/,"Polish Angel is a German manufacturer and seller of detailing related products. The brand sells shampoo, polish, protective products, but also polish pads, gloves and MF towels. Polish Angel is being sold around the world, but it only has distribution places in and around Germany and America."
1741709155-804,https://www.detailingwiki.org/tag/use/,"Leather itself has to withstand a lot of abuse over the years. Jeans rubbing over it, dirty clothes, UV, high temperatures, low temperatures, dry air, humid air, liquids, chemicals etc. To keep the leather looking fresh and prevent it from drying out, a leather protection can be used."
1741708788-630,https://www.detailingwiki.org/tag/warner-chemical/,"Warner Chemical Manufacturing is the company behind a few internationally available brands of detailing products. The company operates from California, America."
1741708343-371,https://www.detailingwiki.org/tag/wet-and-dry/,Miscellaneous detailing related content
1741707813-76,https://www.detailingwiki.org/tag/world/,"Detailing World is one of the biggest online community’s in the world of detailing. The forum is based vBulletin and holds many thousands of members. Many detailing manufacturers, webshops and distributors are found here."
1741710700-1312,https://www.detailingwiki.org/tag/t1/,Manufacturers of Detailing related products
1741708801-637,https://www.detailingwiki.org/tag/warm-vs-cold/,"Some prefer to wash with warm water, others prefer to wash with cold water. Although the experience of working with it may be different, it is not completely clear what the difference is in the effect it has on a product or a surface."
1741708311-360,https://www.detailingwiki.org/tag/wet-vac/,"There are 2 general ways for deep cleaning fabric. Using a vacuum cleaner (just removing surface dirt), or using a wet/dry vacuum cleaner (deep clean the fabric). When you deep clean fabric, you need to take into account that you will spent a lot more time on it."
1741708961-705,https://www.detailingwiki.org/tag/vehicles/,"Carlack is a Swiss manufacturer of car care products that has been making products since 1958. The brand is divided into 4 sections: Carlack, Aerolack, Yachtlack and Polylack, to cater for the need of several different type of surfaces and types of contaminants."
1741709887-1077,https://www.detailingwiki.org/tag/tools/,Manufacturers of Detailing related products
1741709076-759,https://www.detailingwiki.org/tag/valeting/,"Work Stuff is one of a few Polish manufacturers of detailing equipment. The brand originates from Poland and has ditributors and reseller accross Europe. The company focusses mostly towards equipment, accessories and towel. The brand is often recognized because of their destincive yellow color."
1741707998-167,https://www.detailingwiki.org/tag/wiper/,"Wiper marks are surface imperfections in the direction and line that windscreen wipers move. Simply put, these are marks in the glass caused by the movement of the windscreen wipers. They can affect your vision and are difficult te remove."
1741707850-100,https://www.detailingwiki.org/tag/wool/,"For removing defects with the Kevin Brown Method we first apply a massive amount of the finishing polish on the pad and massage it in. This is to prime your pad properly, so that the product covers the hole face of the pad."
1741709675-993,https://www.detailingwiki.org/tag/training/,Manufacturers of Detailing related products
1741710647-1291,https://www.detailingwiki.org/tag/tacsystem/,Manufacturers of Detailing related products
1741710326-1175,https://www.detailingwiki.org/tag/the-netherlands/,Manufacturers of Detailing related products
1741709056-746,https://www.detailingwiki.org/tag/valeting-products/,AMMO NYC is a detailing products manufacturer with the slogan “Drive + Protect”. The brand offers a small range of products aimed at the most common steps in the detailing process.
1741709474-933,https://www.detailingwiki.org/tag/tuffer-buffer/,"S.M. Arnold Inc. is an American manufacturer of detailing products that is the backbone of extra brands such as Water Sprite, Speedy surface prep, Speedy Stik and Speedy Super Foamer. The company originates from 1928 and has a wide variety of detailing products."
1741708050-197,https://www.detailingwiki.org/tag/windows/,"Glass can just as easily chip as paintwork can. Unfortunately, repairing chipped glass is a bit more difficult then repairing chipped paint. Chipped glass repair requires skill, tools, experience and patience. It is often done by trained people for best result."
1741708663-562,https://www.detailingwiki.org/tag/washing-tyres/,Articles related to decontamination
1741708516-453,https://www.detailingwiki.org/tag/wax-gone/,The removal of wax is a necessary step before a protective product is (re-)applied or before polishing. Wax is a hard type of protective product that is made from a large portion of natural ingredients. It has a limited lifespan and needs to be removed after a certain period.
1741710891-1442,https://www.detailingwiki.org/tag/surface-damage/,Bird poo can be a big problem with paintwork and needs to be removed as soon as possible. Bird droppings have several aggressive chemicals in them that can severely damage paintwork. Not removing these can cause paint defects that might not be removable. In some cases a respray is needed to repair the surface.
1741708532-465,https://www.detailingwiki.org/tag/wax/,JUGÅ is a small Norwegian wax manufacturer that hand blends products. The brand is fairly new and has only gathered attention recently. A few of their products are being sold via MADCOW and have been available via resellers in several places around the world.
1741707715-25,https://www.detailingwiki.org/tag/xenon/,Articles related to correction
1741708749-602,https://www.detailingwiki.org/tag/wash-steps/,"After washing a vehicle, the recommended step is to rinse the soap off. But not everybody actually knows why its recommended. Why not just dry off the soap and with it, the vehicle? Rinsing is one of the many steps of washing a car properly. And shouldn’t be skipped, unless you are using a rinseless of waterless washing products."
1741711066-1547,https://www.detailingwiki.org/tag/stripping-coating/,"Stripping is the act of removing a certain product/residue/film from a surface, often with the purpose of re-applying a new product. Stripping can be done chemically or mechanically and is a common step when re-applying a new form of protection."
1741709006-724,https://www.detailingwiki.org/tag/vantage/,Manufacturers of Detailing related products
1741708239-321,https://www.detailingwiki.org/tag/wetting/,"A random orbital and its different settings can affect your performance in a great way. A couple of big issues that influence the polishing performance are the speed, stroke size and pressure. But first some general information about the machine."
1741711092-1557,https://www.detailingwiki.org/tag/strip-before-wax/,"Stripping is the act of removing a certain product/residue/film from a surface, often with the purpose of re-applying a new product. Stripping can be done chemically or mechanically and is a common step when re-applying a new form of protection."
1741709960-1104,https://www.detailingwiki.org/tag/tom-palancia/,Miscellaneous detailing related content
1741708388-382,https://www.detailingwiki.org/tag/west-yorkshire/,Waxaddict is an English brand of detailing products that started out in 1997. The brand started out creating wax for their sister company: Waxybox.
1741709794-1057,https://www.detailingwiki.org/tag/touch-up/,"Paint can be repaired in several different ways. Polishing is very popular one amongst detailers, but not the only one. Some forms of paint repair are: respray, spot-repair and filling in chips. The need for what form of repair often depends on the size of the damage and/or the location."
1741709596-970,https://www.detailingwiki.org/tag/trimmer/,"Pilling, also referred to as “bobbles, fuzzing, shedding or hairs” are very small bobs on top of fabric. These are partly pulled fibers from the carpet that have clogged together to form a small ball of fibers that is stuck by a few fibers. These can make a piece of carpet looks very messy. Removing them is not difficult, but time consuming."
1741708239-322,https://www.detailingwiki.org/tag/wetting/,"Keeping your pad clean is very important, because the paint residue on/in your pad can cause scouring onto the paint surface. If the pad has become clogged, we can’t get a perfect finish."
1741709220-844,https://www.detailingwiki.org/tag/uneven/,"A polished car will stay cleaner for longer, and will in fact be much easier to clean, even without protection added. This is due to a surface that so smooth that dirt has less chance of getting caught in the microscopic hills and valleys."
1741708847-649,https://www.detailingwiki.org/tag/vs2/,Manufacturers of Detailing related products
1741708231-312,https://www.detailingwiki.org/tag/wetting-agents/,"A random orbital and its different settings can affect your performance in a great way. A couple of big issues that influence the polishing performance are the speed, stroke size and pressure. But first some general information about the machine."
1741708030-186,https://www.detailingwiki.org/tag/winning-fomula-products/,"Professional Valeters and Detailers is a trade association in the United Kingdom, that offers a large directory of accredited detailers in their network. By vetting each detailer/valeter in their network they are able to offer a very wide range of skilled and proven detailers in almost all areas."
1741709675-994,https://www.detailingwiki.org/tag/training/,"Detail King is an American manufacturer and supplier of automotive detailing products. The company offers products, trainings, classes, and authorizes detailers to use their products."
1741710935-1477,https://www.detailingwiki.org/tag/suppliers/,Miscellaneous detailing related content
1741710710-1318,https://www.detailingwiki.org/tag/t-rex/,"Frogtape has made a name in the branch of painters by making it easier to create sharp lines between 2 colors by simply using masking tape. Frogtape is a brand by Shurtape Technologies, which also create Duck, Painter’s Mate, T-Rex tape and ShurTape."
1741708754-603,https://www.detailingwiki.org/tag/wash-mitten/,Wash related content
1741708768-611,https://www.detailingwiki.org/tag/wash/,Articles related to decontamination
1741709887-1081,https://www.detailingwiki.org/tag/tools/,"S.M. Arnold Inc. is an American manufacturer of detailing products that is the backbone of extra brands such as Water Sprite, Speedy surface prep, Speedy Stik and Speedy Super Foamer. The company originates from 1928 and has a wide variety of detailing products."
1741710508-1212,https://www.detailingwiki.org/tag/testspot/,"A test spot is done to determine what combination of polish, polishpads and technique will give you the best results when correcting a surface. A test spot is done in a small area before you start to fully detail the entire vehicle."
1741709330-887,https://www.detailingwiki.org/tag/tyre-blooming/,Articles related to decontamination
1741708542-473,https://www.detailingwiki.org/tag/waterproof-sandpaper/,"3M is one of the largest manufacturers in the world in many different fields. 3M is known to be the owner of brands such as Scotchgard, Mguiars and many more. The company also makes many different products under their own brand."
1741709391-910,https://www.detailingwiki.org/tag/turpentine/,Exhaust tips are one of those I’s that need to be dotted. Exhaust tips can be difficult to clean due to type of build up that can be found on the inside or the outside of the tips.
1741710479-1201,https://www.detailingwiki.org/tag/texaco/,Manufacturers of Detailing related products
1741710508-1213,https://www.detailingwiki.org/tag/testspot/,"A testspot is a small area where you try out different combinations of polish, polishing pads and even machines or techniques, to see what works best with the given situation."
1741708085-215,https://www.detailingwiki.org/tag/william-l-mc-knight/,"3M is one of the largest manufacturers in the world in many different fields. 3M is known to be the owner of brands such as Scotchgard, Mguiars and many more. The company also makes many different products under their own brand."
1741708941-697,https://www.detailingwiki.org/tag/venue/,"Waxstock is the largest car care event in Europe, which is currently held in the Ricoh Arena in Coventry, England. The event started in 2011 and has been growing every year. The name is a reference to the legendary “Woodstock” but altered to fit the car care industry."
1741710813-1382,https://www.detailingwiki.org/tag/swipe-test/,Guides to detailing
1741707898-124,https://www.detailingwiki.org/tag/wolfgang/,Miscellaneous detailing related content
1741707750-42,https://www.detailingwiki.org/tag/wrapper/,"A wrap is a plastic film that can be applied over a surface. This can be done instead of a respray. The film can easily be removed after a while, and doesn’t need much work afterwards. Applying a wrap is referred to as “wrapping”."
1741708764-608,https://www.detailingwiki.org/tag/wash-and-wax/,Manufacturers of Detailing related products
1741708265-346,https://www.detailingwiki.org/tag/wetordry/,Manufacturers of Detailing related products
1741708985-716,https://www.detailingwiki.org/tag/various/,"CARTEC bv is one of only a few Dutch detailing products manufacturers and is based in Benthuizen, The Netherlands. The company mainly operates within The Netherlands and Belgium, but the brand has been seen outside of these countries winthin Europe. The products are offered both in large packaging and smaller, consumer based, bottles."
1741710796-1364,https://www.detailingwiki.org/tag/swirls/,"Plexiglass/perspex is a very soft type of plastic (Polymethyl methacrylate) that is very rarely used. Just like glass or paintwork, it can suffer from surface imperfections. Swirls and scratches can be very visible because it is fully transparent."
1741709173-818,https://www.detailingwiki.org/tag/up/,Wash related content
1741710236-1162,https://www.detailingwiki.org/tag/thinner/,"Acetone is a common and well known solvent that can be used as a thinning agent for many different substances. Acetone can be found in nail polish remover, and has an incredible degreasing effect. Unfortunately it also has the ability to severely damage surfaces. Over time it can actually dissolve certain polyesters and plastic substances."
1741707898-125,https://www.detailingwiki.org/tag/wolfgang/,Wolfgang is one of the brands by Palm Beach Motoring Group and is located in the United States of America. The brand is also known as Wolfgang Chemicals or Wolfgang Concours.
1741710968-1498,https://www.detailingwiki.org/tag/summit-else/,"Summit Else Ltd is the UK-based company behind Waxstock, the largest car care event in Europe. The company is formed by the owners of Dodo Juice and DetailingWorld/Clean and Shiny. The company was formed in September 2015."
1741711104-1560,https://www.detailingwiki.org/tag/strip-before-coating/,Articles related to correction
1741709910-1095,https://www.detailingwiki.org/tag/tony-george/,"Palm Beach Motoring Group, or PBMG, is the largest car care manufacturer, reseller and distributor in America. The company is owned by Vision Investments LLC. and is located in Florida, USA."
1741710997-1511,https://www.detailingwiki.org/tag/sugar/,Polyol is a reference to organic compounds that contain more then 1 hydroxyl groups. In the world of detailing it mainly refers to polymer technology or nanoscience that is being used in the manufacturering process of certain products.
1741708124-236,https://www.detailingwiki.org/tag/white-label/,"Warner Chemical Manufacturing is the company behind a few internationally available brands of detailing products. The company operates from California, America."
1741708169-268,https://www.detailingwiki.org/tag/wheel-refurb/,"Sandblasting, or abrasive blasting, is the act of spraying a surface will small abrasive particles that are launched at very high speed and interact with the surface in a way similar to sanding."
1741707931-136,https://www.detailingwiki.org/tag/withstand/,Articles related to correction
1741707922-134,https://www.detailingwiki.org/tag/wo-wo/,Manufacturers of Detailing related products
1741709197-837,https://www.detailingwiki.org/tag/united-kingdom/,"Jewelultra is an English manufacturer from Kent that produces several different types of products for the professional automotive detailing scene. Their most popular product is likely to be Diamondbrite, a paint sealant. The company does not only offer products for car detailing, but also for industrial and janitorial industries."
1741710872-1418,https://www.detailingwiki.org/tag/surface-imperfections/,Miscellaneous detailing related content
1741709374-904,https://www.detailingwiki.org/tag/turtlewax/,"Turtle wax is an American company that produces and sells detailing related products. They offer a wide range of product from the very beginner up to to the professional detailer. Although originating from America, Turtle wax is sold worldwide."
1741708159-262,https://www.detailingwiki.org/tag/wheelarch/,"The brakes and/or calipers on a vehicle refer to a system to slow down a vehicle when needed. In general, this works by increasing the friction between 2 moving parts, where the energy of the movement is transformed into heat. Some vehicles (like electric cars) use secondary systems to either aid in braking, or to use the energy to generate a usable form of energy (like electricity)."
1741710984-1503,https://www.detailingwiki.org/tag/summer/,Guides to detailing
1741710297-1169,https://www.detailingwiki.org/tag/thickness/,Articles related to correction
1741709700-1015,https://www.detailingwiki.org/tag/traffic/,"Road spray is a dirty mist of contaminants in the air, thrown up by a vehicle driving over the road. Road spray is partly the cause for traffic film and can cause dirt and grime, even when the weather has been dry and there is no obvious origin for dirt on a vehicle."
1741707974-155,https://www.detailingwiki.org/tag/wipers/,Miscellaneous detailing related content
1741707760-51,https://www.detailingwiki.org/tag/wrap/,"Although almost all wraps are made from a PVC type material (vinyl), there can be a big difference in the different types of wrap you can get. The big diversity of wraps are part of their growing succes."
1741708792-631,https://www.detailingwiki.org/tag/warmt/,Guides to detailing
1741709819-1063,https://www.detailingwiki.org/tag/tornador/,"The interior of a car needs regular cleaning, the contaminants found here can be totally different from the outside, which requires different products and different ways of safely removing them."
1741709643-983,https://www.detailingwiki.org/tag/transparent-film/,"Paint protection film is a more extreme form of protecting the paintwork of your vehicle. Unlike chemical protectants, a PPF can protect against stone chips, small objects and even some very chemical liquids."
1741708613-525,https://www.detailingwiki.org/tag/water-droplets/,"Hydrophobic is the term used when a surface “pushes away water”. The word means as much as “fear/anxiety for water”. Although there is no actual fear or anxiety, it refers to the effect that looks as if it is pushing away the water. (there is no actual repulsive force involved)"
1741710251-1164,https://www.detailingwiki.org/tag/thin-paint/,Edging is the practice of polishing around the edges before polishing the rest of the panel. This means that you take the time to polish these relative sensitive areas first before working on the complete panel.This minimizes the risk of a strike through or burn through on the edge of the paintwork.
1741709776-1050,https://www.detailingwiki.org/tag/touchless/,Articles related to decontamination
1741708840-647,https://www.detailingwiki.org/tag/vw/,Manufacturers of Detailing related products
1741708576-495,https://www.detailingwiki.org/tag/water-spritzing/,"When removing paint defects, like scratches or water spot etching, the Kevin Brown Method uses a Finishing Polish instead of the traditional heavy-cut compound. This is done via a combination with a microfiber polishing pad and a random orbital polisher."
1741709684-1002,https://www.detailingwiki.org/tag/traffic-film-remover/,This is the act of removing said contamination. The aim of turning a contaminated area into a pure and perfectly clean area. Decontamination can be achieved in several different ways.
1741708239-320,https://www.detailingwiki.org/tag/wetting/,"For removing defects with the Kevin Brown Method we first apply a massive amount of the finishing polish on the pad and massage it in. This is to prime your pad properly, so that the product covers the hole face of the pad."
1741710557-1233,https://www.detailingwiki.org/tag/tenzi/,"The Clay Cloth Company is an Shropshire, England manufacturer of different detailing products with the clay cloth as their core product. The company also offers a few different brands through their webshop."
1741710878-1424,https://www.detailingwiki.org/tag/surface-imperfection/,"Scratch resistant paint is a holy grail in the world of surface finishes. It would suggest a type of surface finish that either is hard enough to withstand surface impacts, or is capable or reforming its damages surface."
1741708124-240,https://www.detailingwiki.org/tag/white-label/,Premium Finish Care is an American based manufacturer of detailing products. They own several brands which are used to market their products. They don’t offer products under their own name.
1741709080-767,https://www.detailingwiki.org/tag/valeters/,"Professional Valeters and Detailers is a trade association in the United Kingdom, that offers a large directory of accredited detailers in their network. By vetting each detailer/valeter in their network they are able to offer a very wide range of skilled and proven detailers in almost all areas."
1741711009-1516,https://www.detailingwiki.org/tag/suede/,"Alcantara can be difficult to maintain. Over time the fabric will start to show pilling, which are very small blobs of the fabric being rolled up. These are the result from rubbing over the fabric with your clothes. These are not difficult to remove if you know how."
1741708061-207,https://www.detailingwiki.org/tag/windchill/,"When glass has a temperature that is lower then, or equal to 0 degrees Celsius, any water coming in contact with it, will freeze and turn into ice. This is often seen in cold climates or seasons and might require the ice to be removed."
1741710548-1229,https://www.detailingwiki.org/tag/terminology/,"Within the world of detailing, there are quite a lot of abbreviations. These are often used on the internet to shorten a piece of text. A few of these are actually so common that people even use them in speech. One of these is QD. This abbreviations is used on the internet and many people actually call it a QD when they are talking about the product. Not all of them are very popular. Some are so popular that even manufacturers started using them. DA is one of these abbreviations. This stands for Dual Action, which got shortened to DA. And several manufacturers actually use the term DA these days. Because not everybody knows what these abbreviations mean, we created the tooltip. When you hover with the mouse over one of these abbreviations you get to see a tooltip with the explanation."
1741708907-678,https://www.detailingwiki.org/tag/vinegar/,Articles related to decontamination
1741710931-1474,https://www.detailingwiki.org/tag/surbuf/,"Overall pad performance is dependent on the type and amount of fabric, stiffness and length of the fibers and how they are attached to the pad. The difference between a foam pad, different kind of wool pads and a microfiber pad are discussed in relation to the Kevin Brown Method."
1741708895-670,https://www.detailingwiki.org/tag/vinyl-wrap/,"A wrap is a plastic film that can be applied over a surface. This can be done instead of a respray. The film can easily be removed after a while, and doesn’t need much work afterwards. Applying a wrap is referred to as “wrapping”."
1741708737-587,https://www.detailingwiki.org/tag/washing/,Articles related to decontamination
1741710527-1219,https://www.detailingwiki.org/tag/test/,Articles related to correction
1741708996-721,https://www.detailingwiki.org/tag/variable-rotation/,"A Dual Action polisher is a polishing machine that uses a circular motion combined with a spinning motion to create a rational double action. This motion is useful when polishing a surface by machine. The Dual Action polisher is famed for being easy to work with, making it ideal for beginners."
1741711003-1512,https://www.detailingwiki.org/tag/suffolk/,Manufacturers of Detailing related products
1741710796-1363,https://www.detailingwiki.org/tag/swirls/,"The snowfoam lance is an attachment for a pressure washer that pushes water and a soap micture through a nozzle with a very fine filter in it. This makes the soap mixture foam as soon as it leaves the nozzle. The foam is sprayed over the surface you want to clean. In turn, the foam will soak the dirt, making it easier to rinse off the dirt before washing."
1741708633-533,https://www.detailingwiki.org/tag/water/,"Conservation is a large part in the detailing process. It prevent wear and tear and is aimed at maintaining the original properties of the object. Conservation can also be financially rewarding, as is the case with most oldtimers or supercars."
1741708768-614,https://www.detailingwiki.org/tag/wash/,"Sensha is one of only a few detailing product manufacturers from Australia. The company is located in Sydney but has its origin in Japan since 1997, and offers a wide range of products for carwashes, valeting and detailing."
1741708115-228,https://www.detailingwiki.org/tag/white-vinegar/,"Frost or ice on your windscreen can affect your ability to properly see your surroundings. Removing ice or frost from glass will increase not only your own safety, but also that of others. It can also be illegal to drive without proper visibility."
1741709076-761,https://www.detailingwiki.org/tag/valeting/,Before and after photo’s are fairly popular when showing the work done on a vehicle. But these photo’s don’t always properly show the work that has been done because the images are to difficult to compare.
1741707692-16,https://www.detailingwiki.org/tag/yellowing/,Guides to detailing
1741708141-255,https://www.detailingwiki.org/tag/wheelcleaner/,"Jewelultra is an English manufacturer from Kent that produces several different types of products for the professional automotive detailing scene. Their most popular product is likely to be Diamondbrite, a paint sealant. The company does not only offer products for car detailing, but also for industrial and janitorial industries."
1741709124-788,https://www.detailingwiki.org/tag/vacco/,Manufacturers of Detailing related products
1741709596-968,https://www.detailingwiki.org/tag/trimmer/,Guides to detailing
1741708808-639,https://www.detailingwiki.org/tag/warm-glow/,The refractive index is a way of measuring how lights behaves through a certain medium. This number gives an indication of how light reacts and how light is reflected. Manufacturers use (among other things) this as an indication of how light is reflected by a protective product and how that will make the surface look.
1741708918-685,https://www.detailingwiki.org/tag/videos/,Junkman2000 is the channel of enthusiast detailer: A.J. Johnson. The Youtube channel with 164 videos has a steady stream of followers ever since it beginning in 2006 with 34.992 subscribers. Junkman2000 has a rough viewing audience of 4.648.607 views.
1741709143-800,https://www.detailingwiki.org/tag/uv/,"Leather itself has to withstand a lot of abuse over the years. Jeans rubbing over it, dirty clothes, UV, high temperatures, low temperatures, dry air, humid air, liquids, chemicals etc. To keep the leather looking fresh and prevent it from drying out, a leather protection can be used."
1741709143-795,https://www.detailingwiki.org/tag/uv/,Manufacturers of Detailing related products
1741709060-749,https://www.detailingwiki.org/tag/valeting-product/,"The Detail Guardz is a Canadian manufacturer of detailing and valeting equipment, mainly the Detail Guardz hose-slides with roller system."
1741710609-1271,https://www.detailingwiki.org/tag/tar/,Cleaning the wheels on a car or bike can make a big difference. The wheels come into contact with various types of grime and dirt that might prove to be very difficult to remove. A simple guide will give insight into cleaning the wheels with less risk of damage or swirls.
1741709849-1069,https://www.detailingwiki.org/tag/topcoat/,Manufacturers of Detailing related products
1741710573-1243,https://www.detailingwiki.org/tag/technology/,Manufacturers of Detailing related products
1741710375-1186,https://www.detailingwiki.org/tag/the-belt/,Manufacturers of Detailing related products
1741710833-1395,https://www.detailingwiki.org/tag/surfbuf-pad/,According to Kevin Brown there are different kind of ways to prime your pad. For defect removal we use a different approach in priming the pad than for final polishing.
1741710779-1356,https://www.detailingwiki.org/tag/swiss/,Zymöl is a manufacturer of different car care product and is located in America. The history and links with the Swissvax company has caused for some problems in the past. Zymöl products are generally aimed at varies parts of the detailing process.
1741708629-528,https://www.detailingwiki.org/tag/water-based/,Miscellaneous detailing related content
1741710047-1123,https://www.detailingwiki.org/tag/tire-cleaner/,"Paintwork gets cleaned very frequently, but tyres not so much. Everybody who knows the word “detailer” or “valeter” probably knows how to safely remove contaminants from the surface of a vehicle. Even when glass is dirty, you’ll quickly see the streaks and your fingers will be itching to reach for the glass cleaner. Most parts of a vehicles gets cleaned frequently, and we have all kinds of products that help us keep our cars/bikes looking sparkly clean."
1741710634-1285,https://www.detailingwiki.org/tag/tailormade-cover/,Miscellaneous detailing related content
1741708174-269,https://www.detailingwiki.org/tag/wheel-protection/,Manufacturers of Detailing related products
1741707750-41,https://www.detailingwiki.org/tag/wrapper/,"Although almost all wraps are made from a PVC type material (vinyl), there can be a big difference in the different types of wrap you can get. The big diversity of wraps are part of their growing succes."
1741710919-1462,https://www.detailingwiki.org/tag/surf-city-garage/,Manufacturers of Detailing related products
1741710773-1353,https://www.detailingwiki.org/tag/swiss-wax-swis-wax/,Swissvax is a car-wax manufacturer based in Switzerland. They focus mainly on creating car wax with the highest standards with the best ingredients and actively support an exclusive feel about their brand and products.
1741707821-78,https://www.detailingwiki.org/tag/workstuff/,Manufacturers of Detailing related products
1741710630-1283,https://www.detailingwiki.org/tag/tape/,"Dog hair in the interior of a car can be real nuisance. The hairs get stuck in the fibers of the fabric and become very difficult to remove. Using just a vacuum cleaner is often unsuccesfull, however, with a few tips these hairs can be removed much easier."
1741708433-407,https://www.detailingwiki.org/tag/webshop/,"KRÜGER GmbH is the company behind the brand: Detail Passion and is a German manufacturer of detailing products. Apart from manufacturing, the company also sells their own products alongside several other products in their own online webshop or offline walk-in shop. The company might be better known for their online shop: Chemical Shark."
1741708759-606,https://www.detailingwiki.org/tag/wash-car/,Miscellaneous detailing related content
1741708433-411,https://www.detailingwiki.org/tag/webshop/,Slim’s Detailing is an English detailing webshop that also offers products under its own name. Slim’s Detailing is part of the Morelli Group Ltd company.
1741710801-1374,https://www.detailingwiki.org/tag/swirl-removal/,"A test spot is done to determine what combination of polish, polishpads and technique will give you the best results when correcting a surface. A test spot is done in a small area before you start to fully detail the entire vehicle."
1741710760-1344,https://www.detailingwiki.org/tag/swisswax/,Manufacturers of Detailing related products
1741709011-727,https://www.detailingwiki.org/tag/vancouver/,"RestorFX originates from 2006 and was founded by Alexander and Nadia Kay and Tony Dowsett. The company is located in Vancouver, British Columbia, Canada. It is one of only a few Canadian manufacturers of automotive detailing products."
1741708768-615,https://www.detailingwiki.org/tag/wash/,"Road spray is a dirty mist of contaminants in the air, thrown up by a vehicle driving over the road. Road spray is partly the cause for traffic film and can cause dirt and grime, even when the weather has been dry and there is no obvious origin for dirt on a vehicle."
